 toby.ball@hillmcglynn.com,Engineering,egypt,,,,,
 siac@siac.com.eg,Engineering,egypt,,,,,
 Cv8@premiermanpower.com,Engineering,egypt,,,,,
 hrengbridges.com,Engineering,egypt,,,,,
 Egysite2009.com,Engineering,egypt,,,,,
 Soraka2003.com,Engineering,egypt,,,,,
 Northcoast89.com,Engineering,egypt,,,,,
 ems@flowtexegypt.com,Engineering,egypt,,,,,
 Cv12@premiermanpower.com,Engineering,egypt,,,,,
 epm@epmcon.com,Engineering,egypt,,,,,
 tkc@tkurdi-consult.com,Engineering,egypt,,,,,
 acitag.com,Engineering,egypt,,,,,
 jobs@encon-group.com,Engineering,egypt,,,,,
 Jobshr2009.com,Engineering,egypt,,,,,
 info@darko-eg.net,Engineering,egypt,,,,,
 aismail@accsal.com,Engineering,egypt,,,,,
 nmostafa@aresco.com.eg,Engineering,egypt,,,,,
 Hashem.zaghla@orascomci.com,Engineering,egypt,,,,,
 Elalamiaa_alx.com,Engineering,egypt,,,,,
 arcmarwa.com,Engineering,egypt,,,,,
 Conjobs2009.com,Engineering,egypt,,,,,
 ardsjob.com,Engineering,egypt,,,,,
 Abcat800.com,Engineering,egypt,,,,,
 Artcenter_jotun.com,Engineering,egypt,,,,,
 greenlinehm.com,Engineering,egypt,,,,,
 islamst.com,Engineering,egypt,,,,,
 Magic.telecoworks.com,Engineering,egypt,,,,,
 designpls.com,Engineering,egypt,,,,,
 Elshebinycompany.com,Engineering,egypt,,,,,
 mark.macleod@petroleum-people.com,Engineering,egypt,,,,,
 jobcareer73.com,Engineering,egypt,,,,,
 Wady.nilehr.com,Engineering,egypt,,,,,
 iresg@ires-group.com,Engineering,egypt,,,,,
 Designjobs2009.com,Engineering,egypt,,,,,
 Ahmed.raafat@itisalinternational.com,Engineering,egypt,,,,,
 Abdo1969.com,Engineering,egypt,,,,,
 elfathgobs2009.com,Engineering,egypt,,,,,
 Hr_09_1@amecsite.com,Engineering,egypt,,,,,
 Cchr09.com,Engineering,egypt,,,,,
 info@edgegypt.com,Engineering,egypt,,,,,
 benchmark.com.eg,Engineering,egypt,,,,,
 procadegypt@mail.com,Engineering,egypt,,,,,
 contractorsegypt.com,Engineering,egypt,,,,,
 Kamal_zaki.com,Engineering,egypt,,,,,
 info@odec.com.eg,Engineering,egypt,,,,,
 hr@odec.com.eg,Engineering,egypt,,,,,
 info@egykut.com,Engineering,egypt,,,,,
 chairman@egykut.com,Engineering,egypt,,,,,
 ramyghoname.com,Engineering,egypt,,,,,
 Arabia-group.com,Engineering,egypt,,,,,
 info@zahraa-elmaadi.com,Engineering,egypt,,,,,
 info@ayadco.com,Engineering,egypt,,,,,
 Rc1-number1.com,Engineering,egypt,,,,,
 Hr.egypt@premium-skills.com,Engineering,egypt,,,,,
 Alarabia.hr.com,Engineering,egypt,,,,,
 info@karrargroup.com,Engineering,egypt,,,,,
 Firstwork1.com,Engineering,egypt,,,,,
 M4004000.com,Engineering,egypt,,,,,
 Itc_t_c.com,Engineering,egypt,,,,,
 robin.varghese@worleyparsons.com,Engineering,egypt,,,,,
 Engtrust50299.com,Engineering,egypt,,,,,
 Rec6@alfanar.com,Engineering,egypt,,,,,
 Eng_cons@alzahrani.com.sa,Engineering,egypt,,,,,
 marian_girgis@egstelecom.com,Engineering,egypt,,,,,
 rehab.elshorbagy@citystars.com.eg,Engineering,egypt,,,,,
 info@multi-skills.com,Engineering,egypt,,,,,
 hr@siacgroup.com,Engineering,egypt,,,,,
 Almarwa143.com,Engineering,egypt,,,,,
 career@ipmc-sa.com,Engineering,egypt,,,,,
 hr@alamargroup.com,Engineering,egypt,,,,,
 Rec_a.com,Engineering,egypt,,,,,
 Ihiaa_ud.com,Engineering,egypt,,,,,
 marwanmostafa.com,Engineering,egypt,,,,,
 Contracting96.com,Engineering,egypt,,,,,
 alosmania@ymail.com,Engineering,egypt,,,,,
 artmustafa.com,Engineering,egypt,,,,,
 recruitment@orascomhc.com,Engineering,egypt,,,,,
 Jobs.ccg.com,Engineering,egypt,,,,,
 hr@travco.com,Engineering,egypt,,,,,
 info@whyconeg.com,Engineering,egypt,,,,,
 wsaad@burhaninternational.com,Engineering,egypt,,,,,
 pm.middleeast@leap29.com,Engineering,egypt,,,,,
 Elsossy_accountant@link.net,Engineering,egypt,,,,,
 Mfahouh19462.com,Engineering,egypt,,,,,
 Elalamia_alx.com,Engineering,egypt,,,,,
 civitech@menanet.net,Engineering,egypt,,,,,
 elshams@menanet.net,Engineering,egypt,,,,,
 Ad_work@,Engineering,egypt,,,,,
 ***************@sectors-construction.com,Engineering,egypt,,,,,
 Elharamain_1.com,Engineering,egypt,,,,,
 hrmanager@sauditumpane.com,Engineering,egypt,,,,,
 info@sayyad.com,Engineering,egypt,,,,,
 sigmarec.com,Engineering,egypt,,,,,
 Elmawared2009.com,Engineering,egypt,,,,,
 Ahmed_yathreb.com,Engineering,egypt,,,,,
 engconc@ceceg.com,Engineering,egypt,,,,,
 hassan.salah@orascomci.com,Engineering,egypt,,,,,
 hr@cpg.com.eg,Engineering,egypt,,,,,
 bei@bahnaengineeringint.com,Engineering,egypt,,,,,
 dohalinguistjobs.com,Engineering,egypt,,,,,
 info@hazem-shoukry.com,Engineering,egypt,,,,,
 hr@ace.com,Engineering,egypt,,,,,
 Availablejobs2009.com,Engineering,egypt,,,,,
 apply@cgc-kw.com,Engineering,egypt,,,,,
 Constsec.com,Engineering,egypt,,,,,
 hr@ace.com.eg,Engineering,egypt,,,,,
 Career2009@gawab.com,Engineering,egypt,,,,,
 jiju.sreedhar@oilexec.com,Engineering,egypt,,,,,
 jenny.mc@worldwide-rs.com,Engineering,egypt,,,,,
 Engsite2009.com,Engineering,egypt,,,,,
 Careers_sse.com,Engineering,egypt,,,,,
 Jop2009.com,Engineering,egypt,,,,,
 info@shaaer.net,Engineering,egypt,,,,,
 Jobs1992.com,Engineering,egypt,,,,,
 construction@saleh-hegab.com,Engineering,egypt,,,,,
 cv@eps-egypt.com,Engineering,egypt,,,,,
 Careers_isbu@kecrpg.com,Engineering,egypt,,,,,
 jobs@zfp.com.eg,Engineering,egypt,,,,,
 career@chemonicsegypt.com,Engineering,egypt,,,,,
 Hr_careers@link.net,Engineering,egypt,,,,,
 consult@hamza.org,Engineering,egypt,,,,,
 Acc-hrd.com,Engineering,egypt,,,,,
 smu@imdc.gov.eg,Engineering,egypt,,,,,
 Hr-cairo@link.net,Engineering,egypt,,,,,
 careers@deyaaregypt.com,Engineering,egypt,,,,,
 hrd_acc.com,Engineering,egypt,,,,,
 Camco_futcher.com,Engineering,egypt,,,,,
 ads@elwadi.com,Engineering,egypt,,,,,
 job@elfany.com,Engineering,egypt,,,,,
 hr@assafgroup.com,Engineering,egypt,,,,,
 Kamalismail.conultant.com,Engineering,egypt,,,,,
 Mgatech@mga-ind.com,Engineering,egypt,,,,,
 Job.im.com,Engineering,egypt,,,,,
 harmab.com,Engineering,egypt,,,,,
 Constructioncvs67.com,Engineering,egypt,,,,,
 engineering@elmaaly.com,Engineering,egypt,,,,,
 nessimdesign.com,Engineering,egypt,,,,,
 Proofline_egypt.com,Engineering,egypt,,,,,
 Businessgroup_1.com,Engineering,egypt,,,,,
 topcontract.com,Engineering,egypt,,,,,
 leadersjobs.com,Engineering,egypt,,,,,
 sheshamawad.com,Engineering,egypt,,,,,
 creativewg.com,Engineering,egypt,,,,,
 info@3h-eg.com,Engineering,egypt,,,,,
 d.hyland@carltonrs.com,Engineering,egypt,,,,,
 Ceg_company.com,Engineering,egypt,,,,,
 elgezira.com,Engineering,egypt,,,,,
 Arabfahd2006.com,Engineering,egypt,,,,,
 btsjobs@bruneluae.com,Engineering,egypt,,,,,
 beheiryh.com,Engineering,egypt,,,,,
 mshehto.com,Engineering,egypt,,,,,
 Technical.hartmannegypt.com,Engineering,egypt,,,,,
 nileconsult.com,Engineering,egypt,,,,,
 hconsultancy.com,Engineering,egypt,,,,,
 haridas.mohandas@orioneng.com,Engineering,egypt,,,,,
 info@cdcegypt.com,Engineering,egypt,,,,,
 Rc_engineerdesign.com,Engineering,egypt,,,,,
 gabraw.com,Engineering,egypt,,,,,
 Ealc.tanta.com,Engineering,egypt,,,,,
 hr@shakeregypt.com,Engineering,egypt,,,,,
 Dar_hakim.com,Engineering,egypt,,,,,
 Vision_1711.com,Engineering,egypt,,,,,
 esraaconsult.com,Engineering,egypt,,,,,
 vertexcontracting.com,Engineering,egypt,,,,,
 heshammost.com,Engineering,egypt,,,,,
 mohammaddardery.com,Engineering,egypt,,,,,
 Ece2000@tedata.net.eg,Engineering,egypt,,,,,
 recruit@soulresources.com,Engineering,egypt,,,,,
 architectsuae@leap29.com,Engineering,egypt,,,,,
 pm.uae@leap29.com,Engineering,egypt,,,,,
 select@kpmg.com.eg,Engineering,egypt,,,,,
 Eg_svcselect@kmpg.com,Engineering,egypt,,,,,
 info@mflame.com,Engineering,egypt,,,,,
 Vacant.jobs2009.com,Engineering,egypt,,,,,
 Consultancy.company2009.com,Engineering,egypt,,,,,
 Mf970.com,Engineering,egypt,,,,,
 Kayan_con.com,Engineering,egypt,,,,,
 Jasim7744.com,Engineering,egypt,,,,,
 El3omaran_1.com,Engineering,egypt,,,,,
 Wazayef.hr.com,Engineering,egypt,,,,,
 Bmb1964.com,Engineering,egypt,,,,,
 nileimex.com,Engineering,egypt,,,,,
 bayu.prasasti@nesglobal.com,Engineering,egypt,,,,,
 hr@mediferranean.com.eg,Engineering,egypt,,,,,
 opportunities@dargroup.com,Engineering,egypt,,,,,
 Hr.construction.alex.com,Engineering,egypt,,,,,
 info@samco-egypt.com,Engineering,egypt,,,,,
 sherifadel@link.net,Engineering,egypt,,,,,
 Sash_systems.com,Engineering,egypt,,,,,
 adgconsult.com,Engineering,egypt,,,,,
 unaegypt.com,Engineering,egypt,,,,,
 Builtec_consultingengineers.com,Engineering,egypt,,,,,
 Ahmedsa10489.com,Engineering,egypt,,,,,
 Nachoat1200.com,Engineering,egypt,,,,,
 hr@zfp.com,Engineering,egypt,,,,,
 walhamdy@zfp.com,Engineering,egypt,,,,,
 elsobahy.com,Engineering,egypt,,,,,
 hr@rowad-rme.com,Engineering,egypt,,,,,
 abdelrahman@al-yasmine.com,Engineering,egypt,,,,,
 elkhalda.com,Engineering,egypt,,,,,
 Cv4egy.com,Engineering,egypt,,,,,
 ezzoffice.com,Engineering,egypt,,,,,
 Consegit2009.com,Engineering,egypt,,,,,
 info@gnasser.net,Engineering,egypt,,,,,
 Eng_ayman_kandeel.com,Engineering,egypt,,,,,
 recruit@mps-ltd.co.uk,Engineering,egypt,,,,,
 dpme@dpmenet.com,Engineering,egypt,,,,,
 recsolution.com,Engineering,egypt,,,,,
 webmaster@pgesco.com,Engineering,egypt,,,,,
 info@arcspace-eg.com,Engineering,egypt,,,,,
 italiancompany.com,Engineering,egypt,,,,,
 Hhh62624.com,Engineering,egypt,,,,,
 Staff-3d.com,Engineering,egypt,,,,,
 melghorab.com,Engineering,egypt,,,,,
 rmajob.com,Engineering,egypt,,,,,
 elfathctcjob.com,Engineering,egypt,,,,,
 jobs@amer-group.com,Engineering,egypt,,,,,
 info@eecegypt.com,Engineering,egypt,,,,,
 jobunited.com,Engineering,egypt,,,,,
 procurement@orascomci.com,Engineering,egypt,,,,,
 Prime.cairo.com,Engineering,egypt,,,,,
 zakerkoc.com,Engineering,egypt,,,,,
 a.sayed@premieregypt.com,Engineering,egypt,,,,,
 mahy@premieregypt.com,Engineering,egypt,,,,,
 jobs@eecegypt.com,Engineering,egypt,,,,,
 etkanjobs.com,Engineering,egypt,,,,,
 ghaly_ayman.com,Engineering,egypt,,,,,
 iegsonsulting.com,Engineering,egypt,,,,,
 paolostudio.com,Engineering,egypt,,,,,
 smac3000.com,Engineering,egypt,,,,,
 mamzayat76.com,Engineering,egypt,,,,,
 mowfy_2004.com,Engineering,egypt,,,,,
 hb.arab.com,Engineering,egypt,,,,,
 nawara_masar.com,Engineering,egypt,,,,,
 taameer_07.com,Engineering,egypt,,,,,
 almanara_d.com,Engineering,egypt,,,,,
 advjobs2008.com,Engineering,egypt,,,,,
 real_estatehbg.com,Engineering,egypt,,,,,
 cdcegy.com,Engineering,egypt,,,,,
 ss_complex.com,Engineering,egypt,,,,,
 hr@deglagroup.com,Engineering,egypt,,,,,
 enghr.com,Engineering,egypt,,,,,
 arabco@arabco-adv.com,Engineering,egypt,,,,,
 workwork29.com,Engineering,egypt,,,,,
 ahmed@izopoli.com,Engineering,egypt,,,,,
 magdy@3daed.com,Engineering,egypt,,,,,
 aszezoanjaz.com,Engineering,egypt,,,,,
 consulteg.com,Engineering,egypt,,,,,
 nabilroshdy.com,Engineering,egypt,,,,,
 mps_egy.com,Engineering,egypt,,,,,
 mail@a-a-econstruct.com,Engineering,egypt,,,,,
 mimarhany.com,Engineering,egypt,,,,,
 ecg@ecgsa.com,Engineering,egypt,,,,,
 aldiar_alarabia.com,Engineering,egypt,,,,,
 moran.com,Engineering,egypt,,,,,
 hr@abs.com.eg,Engineering,egypt,,,,,
 zahran1111.com,Engineering,egypt,,,,,
 infobco.com,Engineering,egypt,,,,,
 afcarillion.com,Engineering,egypt,,,,,
 t.office_eac.com,Engineering,egypt,,,,,
 ayman_sarhan.com,Engineering,egypt,,,,,
 degla_group05.com,Engineering,egypt,,,,,
 egrecruitme.com,Engineering,egypt,,,,,
 jobs4ever1.com,Engineering,egypt,,,,,
 aamin@soficom.com.eg,Engineering,egypt,,,,,
 maher@premieregypt.com,Engineering,egypt,,,,,
 newjobdubai.com,Engineering,egypt,,,,,
 clarapool2000.com,Engineering,egypt,,,,,
 ashraf_elmansy.com,Engineering,egypt,,,,,
 aaawosif.com,Engineering,egypt,,,,,
 melsheikh@olcdesigns.com,Engineering,egypt,,,,,
 info@bicogroup.com,Engineering,egypt,,,,,
 albadawy.hrs.com,Engineering,egypt,,,,,
 systems_multi.com,Engineering,egypt,,,,,
 m.gamal@premiermanpower.com,Engineering,egypt,,,,,
 hr@egyptian-drilling.com,Engineering,egypt,,,,,
 ogohar@mobiserve.com.eg,Engineering,egypt,,,,,
 msjobs@oims.org,Engineering,egypt,,,,,
 careers@amiral.com,Engineering,egypt,,,,,
 m.fawzy@premieregypt.com,Engineering,egypt,,,,,
 eissa.eldefrawy@damacgroup.com,Engineering,egypt,,,,,
 lauren.mohsen@alandick.com,Engineering,egypt,,,,,
 treza.milad@orascomci.com,Engineering,egypt,,,,,
 ehaf@ehaf.com,Engineering,egypt,,,,,
 md_interior@link.net,Engineering,egypt,,,,,
 info@gobigegypt.com,Engineering,egypt,,,,,
 recruit@sas.samsung.com,Engineering,egypt,,,,,
 info@sarycons.com,Engineering,egypt,,,,,
 hr@hamza.org,Engineering,egypt,,,,,
 info@shakeregypt.com,Engineering,egypt,,,,,
 mas@mas-egypt.com,Engineering,egypt,,,,,
 info@kascec.com,Engineering,egypt,,,,,
 diaa_nestlroy.com,Engineering,egypt,,,,,
 vacancy@orascomhd.com,Engineering,egypt,,,,,
 hr@rooyagroup.com,Engineering,egypt,,,,,
 jobvacancy.maher.com,Engineering,egypt,,,,,
 cv@idea-cons.com,Engineering,egypt,,,,,
 rec4@alfanar.com,Engineering,egypt,,,,,
cv@jobnile.com,Engineering,egypt,,,,,
hr@jobnile.com,Engineering,egypt,,,,,
jobnile@jobnile.com,Engineering,egypt,,,,,
engineers@jobnile.com,Engineering,egypt,,,,,
careers@lecico.com ,Engineering,egypt,,,,,
applyasc@savola.com,Engineering,egypt,,,,,
jobs@evyap.com.eg,Engineering,egypt,,,,,
hr.kobaa@egintex.com,Engineering,egypt,,,,,
lrigaut@soprema.fr,Engineering,egypt,,,,,
talentsupply@speed.com.eg,Engineering,egypt,,,,,
applications@abcogrp.com,Engineering,egypt,,,,,
mostafa@alumalahram.com.eg,Engineering,egypt,,,,,
jasmine.anis@adityabirla.com,Engineering,egypt,,,,,
hr@cookieman.com.eg,Engineering,egypt,,,,,
info.alexandria@newhorizons.com,Engineering,egypt,,,,,
nhmarketing@intrast.com.eg,Engineering,egypt,,,,,
careers@alexcareers.com,Engineering,egypt,,,,,
,,,,,,,
wael_halim@almansour.com.eg,,egypt,,,,,
Ola.essam@ghabbour.com,,egypt,,,,,
ahussien@mitsubishimotors-eg.com,,egypt,,,,,
cv@miraco.com.eg,,egypt,,,,,
careers@saib.com.eg,,egypt,,,,,
hr@siac-egypt.com.eg,,egypt,,,,,
careers@stanlygroup.com,,egypt,,,,,
tcejobfairs@gmail.com,,egypt,,,,,
careers@newgiza.com,,egypt,,,,,
careers@almansour.com.eg,,egypt,,,,,
hr@mcv-eg.com,,egypt,,,,,
hr@recruit-invest.com,,egypt,,,,,
recruitment@nahdetmisr.com,,egypt,,,,,
hr@egypt.nbad.com,,egypt,,,,,
apply@nuqulgroup.com,,egypt,,,,,
employmentfair@orascom.com,,egypt,,,,,
recruitment@qnbalahli.com,,egypt,,,,,
hr@relianceegypt.com,,egypt,,,,,
hr.somabay@somabay.com,,egypt,,,,,
nmeselhy@sphinxglass.com.eg,,egypt,,,,,
cvmisr@emaar.ae,,egypt,,,,,
rec.group@unb-egypt.com,,egypt,,,,,
hr@wadigroup.com.eg,,egypt,,,,,
career@ak.com.jo,,egypt,,,,,
recrument@newgiza.com,,egypt,,,,,
jobs@mobinil.com,,egypt,,,,,
mohamed.gaballah@easy-hbc.com,,egypt,,,,,
cv@assih.com,,egypt,,,,,
jobs@nuqulgroup.com,,egypt,,,,,
asma.mostafa@radioshackme.com,,egypt,,,,,
hr@pastaregina.com,,egypt,,,,,
hrd@eg.hjheinz.com,,egypt,,,,,
cv@rashideenegypt.net,,egypt,,,,,
executive.secretary@omega-contracting.co,,egypt,,,,,
hr.dept@edaraproperty.net,,egypt,,,,,
hr@b-tech.com.eg,,egypt,,,,,
recruitment@mansourgroup.com,,egypt,,,,,
masrcv@ta3mal.com,,egypt,,,,,
egypthr@adidas-group.com,,egypt,,,,,
careers@bmw-eg.com,,egypt,,,,,
hrecruitment@eg.teleperformance.com,,egypt,,,,,
hr.egypt@kuehne-nagel.com,,egypt,,,,,
pasant.bendary@arma.com.eg,,egypt,,,,,
hr@ufieg.com,,egypt,,,,,
amahran@evyap.com.eg,,egypt,,,,,
hr_og@osman.net,,egypt,,,,,
rec@zeinagroup.com,,egypt,,,,,
recruitment@wadigroup.com.eg,,egypt,,,,,
recruitment@alex-agri.com,,egypt,,,,,
jobs_rcc@rayacorp.com,,egypt,,,,,
hrcv@alwatania-egy.com,,egypt,,,,,
hr.nbg@nbg.com.eg,,egypt,,,,,
hr@mesco.com.eg,,egypt,,,,,
careers@telemediamisr.com,,egypt,,,,,
hr.life@qnbalahli.com,,egypt,,,,,
hr.rec@roxyplast.com,,egypt,,,,,
hr@aicegypt.com,,egypt,,,,,
career@eaec.com.eg,,egypt,,,,,
corporatehr@samcrete.com,,egypt,,,,,
o.elhassan@smileysgroup.com,,egypt,,,,,
nancy.mostafa@royalherbs.com,,egypt,,,,,
job@cancham.org.eg,,egypt,,,,,
ranyeisa@datanet.com.eg,,egypt,,,,,
Rawan.Saleh@eccooutsourcing.com,,egypt,,,,,
Erein.wagieh@eccooutsourcing.com,,egypt,,,,,
humanresources@arma.com.eg,,egypt,,,,,
jobs@hipack.com.eg,,egypt,,,,,
recruitment@arma.com.eg,,egypt,,,,,
elsaeed.academy@elsaeed.com,,egypt,,,,,
careers@aldawliarealestate.com,,egypt,,,,,
aelsharkawy@emaar.ae,,egypt,,,,,
development@eslsca.org,,egypt,,,,,
Hr.recruitment@ebebank.com,,egypt,,,,,
Hr@globemedegypt.com,,egypt,,,,,
jobs@iamsolutions.org,,egypt,,,,,
hr@ibnsina-pharma.com,,egypt,,,,,
hireme@imi-intl.com,,egypt,,,,,
info@jobeex.com,,egypt,,,,,
hr@leoni.com,,egypt,,,,,
info@next-eg.com,,egypt,,,,,
hr@peugeot.com.eg,,egypt,,,,,
hrdep@premieregypt.com,,egypt,,,,,
dc@premieregypt.com,,egypt,,,,,
hr@premiumcard.net,,egypt,,,,,
bassma.osman@premiumcard.net,,egypt,,,,,
info@tawzef.com,,egypt,,,,,
hrecruitment@eg.teleperformanc.com,,egypt,,,,,
Accountexecutive1@the-employer.com,,egypt,,,,,
hr@tolipelnarges.com,,egypt,,,,,
business@topbusiness-hr.com,,egypt,,,,,
careers@uniongroupegypt.com,,egypt,,,,,
apply@wasla.com,,egypt,,,,,
Administrator@AGIBA.COM,,egypt,,,,,
Ftoulan@egosco.com,,egypt,,,,,
Magiclin@link.net,,egypt,,,,,
ahmed@ariegsa.com,Oil & gas,egypt,,,,,
akram.shalabi@asetegypt.com,Oil & gas,egypt,,,,,
alahlia@al-ahlia.com,Oil & gas,egypt,,,,,
amr@seaharvest.org,Oil & gas,egypt,,,,,
aziz@sapesco.com,Oil & gas,egypt,,,,,
bd@egycan.net,Oil & gas,egypt,,,,,
box.recruitment@bg-group.com,Oil & gas,egypt,,,,,
cairojet@cairojet.com,Oil & gas,egypt,,,,,
chairman@hideleco.com,Oil & gas,egypt,,,,,
chairman@midor.com.eg,Oil & gas,egypt,,,,,
cngas@arabiagaz.com,Oil & gas,egypt,,,,,
cv@eps-egypt.com,Oil & gas,egypt,,,,,
dave.hoblak@napescoegypt.com,Oil & gas,egypt,,,,,
egas@egas.com.eg,Oil & gas,egypt,,,,,
egycan@egycannet.net,Oil & gas,egypt,,,,,
emec@emec.com.eg,Oil & gas,egypt,,,,,
epc@egy-Petrochem.com,Oil & gas,egypt,,,,,
gm@boraisegypt.com,Oil & gas,egypt,,,,,
hr@taqa.com.eg,Oil & gas,egypt,,,,,
hsoliman@echem-eg.com,Oil & gas,egypt,,,,,
idmc@impresub.com,Oil & gas,egypt,,,,,
info@acpaegypt.com,Oil & gas,egypt,,,,,
info@adesegypt.com,Oil & gas,egypt,,,,,
info@aim4engineering.com,Oil & gas,egypt,,,,,
info@assalamgroup.com,Oil & gas,egypt,,,,,
info@corrichem.com,Oil & gas,egypt,,,,,
info@ecco.com.eg,Oil & gas,egypt,,,,,
info@emdad-me.com,Oil & gas,egypt,,,,,
info@gulfoilandgas.com,Oil & gas,egypt,,,,,
info@npico.net,Oil & gas,egypt,,,,,
info@offshorezone-me.com,Oil & gas,egypt,,,,,
info@wiegypt.com,Oil & gas,egypt,,,,,
inquiries@drexelegypt.com,Oil & gas,egypt,,,,,
jaio@ecdc.com.eg,Oil & gas,egypt,,,,,
jobs@iogsc.com,Oil & gas,egypt,,,,,
logistics@ngvc-eg.com,Oil & gas,egypt,,,,,
mmbadran_busdev@deltagasegypt.com,Oil & gas,egypt,,,,,
ngas@national-gas.com,Oil & gas,egypt,,,,,
petro@ott.com.eg,Oil & gas,egypt,,,,,
petromaint@petromaint.net,Oil & gas,egypt,,,,,
posco@pyramid.com.eg,Oil & gas,egypt,,,,,
r_morrow@valve-tools.com,Oil & gas,egypt,,,,,
research@epri.sci.eg,Oil & gas,egypt,,,,,
sacportalbox@yahoo.com,Oil & gas,egypt,,,,,
said@petroconsult-eg.com,Oil & gas,egypt,,,,,
sayed@egyptpowerservice.com,Oil & gas,egypt,,,,,
sfahmy@pics-eg.com,Oil & gas,egypt,,,,,
tamoil@tamoilfield.com,Oil & gas,egypt,,,,,
tbahig@rochem.com.eg,Oil & gas,egypt,,,,,
triple-l@triplel-tlos.com,Oil & gas,egypt,,,,,
unico@unico-egypt.com,Oil & gas,egypt,,,,,
zgirges@ridgewoodegypt.com,Oil & gas,egypt,,,,,
