Abcat800.com,Abcat800.com,,Engineering,Egypt & KSA,,,
Artcenter_jotun.com,Artcenter_jotun.com,,Engineering,Egypt & KSA,,,
greenlinehm.com,greenlinehm.com,,Engineering,Egypt & KSA,,,
islamst.com,islamst.com,,Engineering,Egypt & KSA,,,
Magic.telecoworks.com,Magic.telecoworks.com,,Engineering,Egypt & KSA,,,
designpls.com,designpls.com,,Engineering,Egypt & KSA,,,
Elshebinycompany.com,Elshebinycompany.com,,Engineering,Egypt & KSA,,,
mark.macleod@petroleum-people.com,mark.macleod@petroleum-people.com,,Engineering,Egypt & KSA,,,
jobcareer73.com,jobcareer73.com,,Engineering,Egypt & KSA,,,
Wady.nilehr.com,Wady.nilehr.com,,Engineering,Egypt & KSA,,,
hr@zamilsteel.com.eg,hr@zamilsteel.com.eg,,Engineering,Egypt & KSA,,,
iresg@ires-group.com,iresg@ires-group.com,,Engineering,Egypt & KSA,,,
Designjobs2009.com,Designjobs2009.com,,Engineering,Egypt & KSA,,,
Ahmed.raafat@itisalinternational.com,Ahmed.raafat@itisalinternational.com,,Engineering,Egypt & KSA,,,
Abdo1969.com,Abdo1969.com,,Engineering,Egypt & KSA,,,
elfathgobs2009.com,elfathgobs2009.com,,Engineering,Egypt & KSA,,,
Hr_09_1@amecsite.com,Hr_09_1@amecsite.com,,Engineering,Egypt & KSA,,,
Cchr09.com,Cchr09.com,,Engineering,Egypt & KSA,,,
info@edgegypt.com,info@edgegypt.com,,Engineering,Egypt & KSA,,,
benchmark.com.eg,benchmark.com.eg,,Engineering,Egypt & KSA,,,
procadegypt@mail.com,procadegypt@mail.com,,Engineering,Egypt & KSA,,,
contractorsegypt.com,contractorsegypt.com,,Engineering,Egypt & KSA,,,
Kamal_zaki.com,Kamal_zaki.com,,Engineering,Egypt & KSA,,,
info@odec.com.eg,info@odec.com.eg,,Engineering,Egypt & KSA,,,
hr@odec.com.eg,hr@odec.com.eg,,Engineering,Egypt & KSA,,,
info@egykut.com,info@egykut.com,,Engineering,Egypt & KSA,,,
chairman@egykut.com,chairman@egykut.com,,Engineering,Egypt & KSA,,,
ramyghoname.com,ramyghoname.com,,Engineering,Egypt & KSA,,,
Arabia-group.com,Arabia-group.com,,Engineering,Egypt & KSA,,,
info@zahraa-elmaadi.com,info@zahraa-elmaadi.com,,Engineering,Egypt & KSA,,,
info@ayadco.com,info@ayadco.com,,Engineering,Egypt & KSA,,,
Rc1-number1.com,Rc1-number1.com,,Engineering,Egypt & KSA,,,
Hr.egypt@premium-skills.com,Hr.egypt@premium-skills.com,,Engineering,Egypt & KSA,,,
Alarabia.hr.com,Alarabia.hr.com,,Engineering,Egypt & KSA,,,
info@karrargroup.com,info@karrargroup.com,,Engineering,Egypt & KSA,,,
Firstwork1.com,Firstwork1.com,,Engineering,Egypt & KSA,,,
M4004000.com,M4004000.com,,Engineering,Egypt & KSA,,,
Itc_t_c.com,Itc_t_c.com,,Engineering,Egypt & KSA,,,
robin.varghese@worleyparsons.com,robin.varghese@worleyparsons.com,,Engineering,Egypt & KSA,,,
Engtrust50299.com,Engtrust50299.com,,Engineering,Egypt & KSA,,,
Rec6@alfanar.com,Rec6@alfanar.com,,Engineering,Egypt & KSA,,,
Eng_cons@alzahrani.com.sa,Eng_cons@alzahrani.com.sa,,Engineering,Egypt & KSA,,,
marian_girgis@egstelecom.com,marian_girgis@egstelecom.com,,Engineering,Egypt & KSA,,,
rehab.elshorbagy@citystars.com.eg,rehab.elshorbagy@citystars.com.eg,,Engineering,Egypt & KSA,,,
info@multi-skills.com,info@multi-skills.com,,Engineering,Egypt & KSA,,,
hr@siacgroup.com,hr@siacgroup.com,,Engineering,Egypt & KSA,,,
Almarwa143.com,Almarwa143.com,,Engineering,Egypt & KSA,,,
career@ipmc-sa.com,career@ipmc-sa.com,,Engineering,Egypt & KSA,,,
hr@alamargroup.com,hr@alamargroup.com,,Engineering,Egypt & KSA,,,
Rec_a.com,Rec_a.com,,Engineering,Egypt & KSA,,,
Ihiaa_ud.com,Ihiaa_ud.com,,Engineering,Egypt & KSA,,,
marwanmostafa.com,marwanmostafa.com,,Engineering,Egypt & KSA,,,
Contracting96.com,Contracting96.com,,Engineering,Egypt & KSA,,,
alosmania@ymail.com,alosmania@ymail.com,,Engineering,Egypt & KSA,,,
artmustafa.com,artmustafa.com,,Engineering,Egypt & KSA,,,
recruitment@orascomhc.com,recruitment@orascomhc.com,,Engineering,Egypt & KSA,,,
Jobs.ccg.com,Jobs.ccg.com,,Engineering,Egypt & KSA,,,
hr@travco.com,hr@travco.com,,Engineering,Egypt & KSA,,,
info@whyconeg.com,info@whyconeg.com,,Engineering,Egypt & KSA,,,
wsaad@burhaninternational.com,wsaad@burhaninternational.com,,Engineering,Egypt & KSA,,,
pm.middleeast@leap29.com,pm.middleeast@leap29.com,,Engineering,Egypt & KSA,,,
Elsossy_accountant@link.net,Elsossy_accountant@link.net,,Engineering,Egypt & KSA,,,
Mfahouh19462.com,Mfahouh19462.com,,Engineering,Egypt & KSA,,,
Elalamia_alx.com,Elalamia_alx.com,,Engineering,Egypt & KSA,,,
civitech@menanet.net,civitech@menanet.net,,Engineering,Egypt & KSA,,,
elshams@menanet.net,elshams@menanet.net,,Engineering,Egypt & KSA,,,
Ad_work@@sectors-construction.com,Ad_work@@sectors-construction.com,,Engineering,Egypt & KSA,,,
Elharamain_1.com,Elharamain_1.com,,Engineering,Egypt & KSA,,,
hrmanager@sauditumpane.com,hrmanager@sauditumpane.com,,Engineering,Egypt & KSA,,,
info@sayyad.com,info@sayyad.com,,Engineering,Egypt & KSA,,,
sigmarec.com,sigmarec.com,,Engineering,Egypt & KSA,,,
Elmawared2009.com,Elmawared2009.com,,Engineering,Egypt & KSA,,,
cv@icestate.com,cv@icestate.com,,Engineering,Egypt & KSA,,,
Ahmed_yathreb.com,Ahmed_yathreb.com,,Engineering,Egypt & KSA,,,
engconc@ceceg.com,engconc@ceceg.com,,Engineering,Egypt & KSA,,,
hassan.salah@orascomci.com,hassan.salah@orascomci.com,,Engineering,Egypt & KSA,,,
hr@cpg.com.eg,hr@cpg.com.eg,,Engineering,Egypt & KSA,,,
bei@bahnaengineeringint.com,bei@bahnaengineeringint.com,,Engineering,Egypt & KSA,,,
dohalinguistjobs.com,dohalinguistjobs.com,,Engineering,Egypt & KSA,,,
info@hazem-shoukry.com,info@hazem-shoukry.com,,Engineering,Egypt & KSA,,,
hr@ace.com,hr@ace.com,,Engineering,Egypt & KSA,,,
Availablejobs2009.com,Availablejobs2009.com,,Engineering,Egypt & KSA,,,
apply@cgc-kw.com,apply@cgc-kw.com,,Engineering,Egypt & KSA,,,
Constsec.com,Constsec.com,,Engineering,Egypt & KSA,,,
hr@ace.com.eg,hr@ace.com.eg,,Engineering,Egypt & KSA,,,
Career2009@gawab.com,Career2009@gawab.com,,Engineering,Egypt & KSA,,,
jiju.sreedhar@oilexec.com,jiju.sreedhar@oilexec.com,,Engineering,Egypt & KSA,,,
jenny.mc@worldwide-rs.com,jenny.mc@worldwide-rs.com,,Engineering,Egypt & KSA,,,
Engsite2009.com,Engsite2009.com,,Engineering,Egypt & KSA,,,
Careers_sse.com,Careers_sse.com,,Engineering,Egypt & KSA,,,
Jop2009.com,Jop2009.com,,Engineering,Egypt & KSA,,,
info@shaaer.net,info@shaaer.net,,Engineering,Egypt & KSA,,,
Jobs1992.com,Jobs1992.com,,Engineering,Egypt & KSA,,,
construction@saleh-hegab.com,construction@saleh-hegab.com,,Engineering,Egypt & KSA,,,
Jobscareer73.com,Jobscareer73.com,,Engineering,Egypt & KSA,,,
cv@eps-egypt.com,cv@eps-egypt.com,,Engineering,Egypt & KSA,,,
Careers_isbu@kecrpg.com,Careers_isbu@kecrpg.com,,Engineering,Egypt & KSA,,,
jobs@zfp.com.eg,jobs@zfp.com.eg,,Engineering,Egypt & KSA,,,
career@chemonicsegypt.com,career@chemonicsegypt.com,,Engineering,Egypt & KSA,,,
Hr_careers@link.net,Hr_careers@link.net,,Engineering,Egypt & KSA,,,
consult@hamza.org,consult@hamza.org,,Engineering,Egypt & KSA,,,
Acc-hrd.com,Acc-hrd.com,,Engineering,Egypt & KSA,,,
smu@imdc.gov.eg,smu@imdc.gov.eg,,Engineering,Egypt & KSA,,,
Hr-cairo@link.net,Hr-cairo@link.net,,Engineering,Egypt & KSA,,,
careers@deyaaregypt.com,careers@deyaaregypt.com,,Engineering,Egypt & KSA,,,
ems@flowtexegypt.com,ems@flowtexegypt.com,,Engineering,Egypt & KSA,,,
hrd_acc.com,hrd_acc.com,,Engineering,Egypt & KSA,,,
Camco_futcher.com,Camco_futcher.com,,Engineering,Egypt & KSA,,,
ads@elwadi.com,ads@elwadi.com,,Engineering,Egypt & KSA,,,
job@elfany.com,job@elfany.com,,Engineering,Egypt & KSA,,,
hr@assafgroup.com,hr@assafgroup.com,,Engineering,Egypt & KSA,,,
Kamalismail.conultant.com,Kamalismail.conultant.com,,Engineering,Egypt & KSA,,,
Mgatech@mga-ind.com,Mgatech@mga-ind.com,,Engineering,Egypt & KSA,,,
jiju.sreedhar@oilexec.com,jiju.sreedhar@oilexec.com,,Engineering,Egypt & KSA,,,
Job.im.com,Job.im.com,,Engineering,Egypt & KSA,,,
harmab.com,harmab.com,,Engineering,Egypt & KSA,,,
Constructioncvs67.com,Constructioncvs67.com,,Engineering,Egypt & KSA,,,
engineering@elmaaly.com,engineering@elmaaly.com,,Engineering,Egypt & KSA,,,
nessimdesign.com,nessimdesign.com,,Engineering,Egypt & KSA,,,
Proofline_egypt.com,Proofline_egypt.com,,Engineering,Egypt & KSA,,,
Businessgroup_1.com,Businessgroup_1.com,,Engineering,Egypt & KSA,,,
topcontract.com,topcontract.com,,Engineering,Egypt & KSA,,,
leadersjobs.com,leadersjobs.com,,Engineering,Egypt & KSA,,,
sheshamawad.com,sheshamawad.com,,Engineering,Egypt & KSA,,,
creativewg.com,creativewg.com,,Engineering,Egypt & KSA,,,
info@3h-eg.com,info@3h-eg.com,,Engineering,Egypt & KSA,,,
d.hyland@carltonrs.com,d.hyland@carltonrs.com,,Engineering,Egypt & KSA,,,
Ceg_company.com,Ceg_company.com,,Engineering,Egypt & KSA,,,
elgezira.com,elgezira.com,,Engineering,Egypt & KSA,,,
Arabfahd2006.com,Arabfahd2006.com,,Engineering,Egypt & KSA,,,
btsjobs@bruneluae.com,btsjobs@bruneluae.com,,Engineering,Egypt & KSA,,,
beheiryh.com,beheiryh.com,,Engineering,Egypt & KSA,,,
civitech@menanet.net,civitech@menanet.net,,Engineering,Egypt & KSA,,,
mshehto.com,mshehto.com,,Engineering,Egypt & KSA,,,
Technical.hartmannegypt.com,Technical.hartmannegypt.com,,Engineering,Egypt & KSA,,,
nileconsult.com,nileconsult.com,,Engineering,Egypt & KSA,,,
hconsultancy.com,hconsultancy.com,,Engineering,Egypt & KSA,,,
haridas.mohandas@orioneng.com,haridas.mohandas@orioneng.com,,Engineering,Egypt & KSA,,,
info@cdcegypt.com,info@cdcegypt.com,,Engineering,Egypt & KSA,,,
Rc_engineerdesign.com,Rc_engineerdesign.com,,Engineering,Egypt & KSA,,,
gabraw.com,gabraw.com,,Engineering,Egypt & KSA,,,
Ealc.tanta.com,Ealc.tanta.com,,Engineering,Egypt & KSA,,,
hr@shakeregypt.com,hr@shakeregypt.com,,Engineering,Egypt & KSA,,,
Dar_hakim.com,Dar_hakim.com,,Engineering,Egypt & KSA,,,
Vision_1711.com,Vision_1711.com,,Engineering,Egypt & KSA,,,
esraaconsult.com,esraaconsult.com,,Engineering,Egypt & KSA,,,
vertexcontracting.com,vertexcontracting.com,,Engineering,Egypt & KSA,,,
nessimdesign.com,nessimdesign.com,,Engineering,Egypt & KSA,,,
heshammost.com,heshammost.com,,Engineering,Egypt & KSA,,,
mohammaddardery.com,mohammaddardery.com,,Engineering,Egypt & KSA,,,
Ece2000@tedata.net.eg,Ece2000@tedata.net.eg,,Engineering,Egypt & KSA,,,
recruit@soulresources.com,recruit@soulresources.com,,Engineering,Egypt & KSA,,,
architectsuae@leap29.com,architectsuae@leap29.com,,Engineering,Egypt & KSA,,,
pm.uae@leap29.com,pm.uae@leap29.com,,Engineering,Egypt & KSA,,,
select@kpmg.com.eg,select@kpmg.com.eg,,Engineering,Egypt & KSA,,,
Eg_svcselect@kmpg.com,Eg_svcselect@kmpg.com,,Engineering,Egypt & KSA,,,
info@mflame.com,info@mflame.com,,Engineering,Egypt & KSA,,,
Vacant.jobs2009.com,Vacant.jobs2009.com,,Engineering,Egypt & KSA,,,
Consultancy.company2009.com,Consultancy.company2009.com,,Engineering,Egypt & KSA,,,
Mf970.com,Mf970.com,,Engineering,Egypt & KSA,,,
Kayan_con.com,Kayan_con.com,,Engineering,Egypt & KSA,,,
Jasim7744.com,Jasim7744.com,,Engineering,Egypt & KSA,,,
El3omaran_1.com,El3omaran_1.com,,Engineering,Egypt & KSA,,,
Wazayef.hr.com,Wazayef.hr.com,,Engineering,Egypt & KSA,,,
Bmb1964.com,Bmb1964.com,,Engineering,Egypt & KSA,,,
nileimex.com,nileimex.com,,Engineering,Egypt & KSA,,,
pm.uae@leap29.com,pm.uae@leap29.com,,Engineering,Egypt & KSA,,,
bayu.prasasti@nesglobal.com,bayu.prasasti@nesglobal.com,,Engineering,Egypt & KSA,,,
ems@flowtexegypt.com,ems@flowtexegypt.com,,Engineering,Egypt & KSA,,,
hr@mediferranean.com.eg,hr@mediferranean.com.eg,,Engineering,Egypt & KSA,,,
Cv@icestate.com,Cv@icestate.com,,Engineering,Egypt & KSA,,,
opportunities@dargroup.com,opportunities@dargroup.com,,Engineering,Egypt & KSA,,,
Hr.construction.alex.com,Hr.construction.alex.com,,Engineering,Egypt & KSA,,,
info@samco-egypt.com,info@samco-egypt.com,,Engineering,Egypt & KSA,,,
sherifadel@link.net,sherifadel@link.net,,Engineering,Egypt & KSA,,,
Sash_systems.com,Sash_systems.com,,Engineering,Egypt & KSA,,,
adgconsult.com,adgconsult.com,,Engineering,Egypt & KSA,,,
unaegypt.com,unaegypt.com,,Engineering,Egypt & KSA,,,
Builtec_consultingengineers.com,Builtec_consultingengineers.com,,Engineering,Egypt & KSA,,,
Ahmedsa10489.com,Ahmedsa10489.com,,Engineering,Egypt & KSA,,,
Nachoat1200.com,Nachoat1200.com,,Engineering,Egypt & KSA,,,
hr@zfp.com,hr@zfp.com,,Engineering,Egypt & KSA,,,
walhamdy@zfp.com,walhamdy@zfp.com,,Engineering,Egypt & KSA,,,
elsobahy.com,elsobahy.com,,Engineering,Egypt & KSA,,,
hr@rowad-rme.com,hr@rowad-rme.com,,Engineering,Egypt & KSA,,,
abdelrahman@al-yasmine.com,abdelrahman@al-yasmine.com,,Engineering,Egypt & KSA,,,
elkhalda.com,elkhalda.com,,Engineering,Egypt & KSA,,,
Cv4egy.com,Cv4egy.com,,Engineering,Egypt & KSA,,,
ezzoffice.com,ezzoffice.com,,Engineering,Egypt & KSA,,,
Consegit2009.com,Consegit2009.com,,Engineering,Egypt & KSA,,,
info@gnasser.net,info@gnasser.net,,Engineering,Egypt & KSA,,,
Eng_ayman_kandeel.com,Eng_ayman_kandeel.com,,Engineering,Egypt & KSA,,,
recruit@mps-ltd.co.uk,recruit@mps-ltd.co.uk,,Engineering,Egypt & KSA,,,
dpme@dpmenet.com,dpme@dpmenet.com,,Engineering,Egypt & KSA,,,
recsolution.com,recsolution.com,,Engineering,Egypt & KSA,,,
webmaster@pgesco.com,webmaster@pgesco.com,,Engineering,Egypt & KSA,,,
info@arcspace-eg.com,info@arcspace-eg.com,,Engineering,Egypt & KSA,,,
italiancompany.com,italiancompany.com,,Engineering,Egypt & KSA,,,
Hhh62624.com,Hhh62624.com,,Engineering,Egypt & KSA,,,
Staff-3d.com,Staff-3d.com,,Engineering,Egypt & KSA,,,
melghorab.com,melghorab.com,,Engineering,Egypt & KSA,,,
rmajob.com,rmajob.com,,Engineering,Egypt & KSA,,,
elfathctcjob.com,elfathctcjob.com,,Engineering,Egypt & KSA,,,
jobs@amer-group.com,jobs@amer-group.com,,Engineering,Egypt & KSA,,,
info@eecegypt.com,info@eecegypt.com,,Engineering,Egypt & KSA,,,
jobunited.com,jobunited.com,,Engineering,Egypt & KSA,,,
procurement@orascomci.com,procurement@orascomci.com,,Engineering,Egypt & KSA,,,
Prime.cairo.com,Prime.cairo.com,,Engineering,Egypt & KSA,,,
topcontract.com,topcontract.com,,Engineering,Egypt & KSA,,,
opportunities@dargroup.com,opportunities@dargroup.com,,Engineering,Egypt & KSA,,,
zakerkoc.com,zakerkoc.com,,Engineering,Egypt & KSA,,,
a.sayed@premieregypt.com,a.sayed@premieregypt.com,,Engineering,Egypt & KSA,,,
mahy@premieregypt.com,mahy@premieregypt.com,,Engineering,Egypt & KSA,,,
jobs@eecegypt.com,jobs@eecegypt.com,,Engineering,Egypt & KSA,,,
etkanjobs.com,etkanjobs.com,,Engineering,Egypt & KSA,,,
ghaly_ayman.com,ghaly_ayman.com,,Engineering,Egypt & KSA,,,
iegsonsulting.com,iegsonsulting.com,,Engineering,Egypt & KSA,,,
paolostudio.com,paolostudio.com,,Engineering,Egypt & KSA,,,
smac3000.com,smac3000.com,,Engineering,Egypt & KSA,,,
mamzayat76.com,mamzayat76.com,,Engineering,Egypt & KSA,,,
mowfy_2004.com,mowfy_2004.com,,Engineering,Egypt & KSA,,,
hb.arab.com,hb.arab.com,,Engineering,Egypt & KSA,,,
nawara_masar.com,nawara_masar.com,,Engineering,Egypt & KSA,,,
taameer_07.com,taameer_07.com,,Engineering,Egypt & KSA,,,
almanara_d.com,almanara_d.com,,Engineering,Egypt & KSA,,,
consult@hamza.org,consult@hamza.org,,Engineering,Egypt & KSA,,,
advjobs2008.com,advjobs2008.com,,Engineering,Egypt & KSA,,,
real_estatehbg.com,real_estatehbg.com,,Engineering,Egypt & KSA,,,
cdcegy.com,cdcegy.com,,Engineering,Egypt & KSA,,,
ss_complex.com,ss_complex.com,,Engineering,Egypt & KSA,,,
hr@deglagroup.com,hr@deglagroup.com,,Engineering,Egypt & KSA,,,
enghr.com,enghr.com,,Engineering,Egypt & KSA,,,
arabco@arabco-adv.com,arabco@arabco-adv.com,,Engineering,Egypt & KSA,,,
workwork29.com,workwork29.com,,Engineering,Egypt & KSA,,,
ahmed@izopoli.com,ahmed@izopoli.com,,Engineering,Egypt & KSA,,,
magdy@3daed.com,magdy@3daed.com,,Engineering,Egypt & KSA,,,
aszezoanjaz.com,aszezoanjaz.com,,Engineering,Egypt & KSA,,,
consulteg.com,consulteg.com,,Engineering,Egypt & KSA,,,
nabilroshdy.com,nabilroshdy.com,,Engineering,Egypt & KSA,,,
jobs@encon-group.com,jobs@encon-group.com,,Engineering,Egypt & KSA,,,
mps_egy.com,mps_egy.com,,Engineering,Egypt & KSA,,,
mail@a-a-econstruct.com,mail@a-a-econstruct.com,,Engineering,Egypt & KSA,,,
ad_work@,ad_work@,,Engineering,Egypt & KSA,,,
mimarhany.com,mimarhany.com,,Engineering,Egypt & KSA,,,
hr@alamargroup.com,hr@alamargroup.com,,Engineering,Egypt & KSA,,,
ecg@ecgsa.com,ecg@ecgsa.com,,Engineering,Egypt & KSA,,,
aldiar_alarabia.com,aldiar_alarabia.com,,Engineering,Egypt & KSA,,,
ezzoffice.com,ezzoffice.com,,Engineering,Egypt & KSA,,,
moran.com,moran.com,,Engineering,Egypt & KSA,,,
hr@abs.com.eg,hr@abs.com.eg,,Engineering,Egypt & KSA,,,
zahran1111.com,zahran1111.com,,Engineering,Egypt & KSA,,,
infobco.com,infobco.com,,Engineering,Egypt & KSA,,,
afcarillion.com,afcarillion.com,,Engineering,Egypt & KSA,,,
t.office_eac.com,t.office_eac.com,,Engineering,Egypt & KSA,,,
ayman_sarhan.com,ayman_sarhan.com,,Engineering,Egypt & KSA,,,
degla_group05.com,degla_group05.com,,Engineering,Egypt & KSA,,,
mps_egy.com,mps_egy.com,,Engineering,Egypt & KSA,,,
jobs@encon-group.com,jobs@encon-group.com,,Engineering,Egypt & KSA,,,
info@eecegypt.com,info@eecegypt.com,,Engineering,Egypt & KSA,,,
abdelrahman@al-yasmine.com,abdelrahman@al-yasmine.com,,Engineering,Egypt & KSA,,,
afcarillion.com,afcarillion.com,,Engineering,Egypt & KSA,,,
egrecruitme.com,egrecruitme.com,,Engineering,Egypt & KSA,,,
jobs4ever1.com,jobs4ever1.com,,Engineering,Egypt & KSA,,,
aamin@soficom.com.eg,aamin@soficom.com.eg,,Engineering,Egypt & KSA,,,
maher@premieregypt.com,maher@premieregypt.com,,Engineering,Egypt & KSA,,,
jobs@eecegypt.com,jobs@eecegypt.com,,Engineering,Egypt & KSA,,,
newjobdubai.com,newjobdubai.com,,Engineering,Egypt & KSA,,,
clarapool2000.com,clarapool2000.com,,Engineering,Egypt & KSA,,,
ashraf_elmansy.com,ashraf_elmansy.com,,Engineering,Egypt & KSA,,,
aaawosif.com,aaawosif.com,,Engineering,Egypt & KSA,,,
melsheikh@olcdesigns.com,melsheikh@olcdesigns.com,,Engineering,Egypt & KSA,,,
info@bicogroup.com,info@bicogroup.com,,Engineering,Egypt & KSA,,,
albadawy.hrs.com,albadawy.hrs.com,,Engineering,Egypt & KSA,,,
systems_multi.com,systems_multi.com,,Engineering,Egypt & KSA,,,
m.gamal@premiermanpower.com,m.gamal@premiermanpower.com,,Engineering,Egypt & KSA,,,
hr@egyptian-drilling.com,hr@egyptian-drilling.com,,Engineering,Egypt & KSA,,,
hassan.salah@orascomci.com,hassan.salah@orascomci.com,,Engineering,Egypt & KSA,,,
